date,"m=3, W=140","m=3, W=70","m=3, W=280","m=4, W=140"
2008-03-18 14:00:00,0.9966365495310846,0.994456629466848,0.9986605946813234,0.9840580567134719
2008-03-19 07:00:00,0.996838847866412,0.99734264605736,0.9985324021210015,0.9834777273978126
2008-03-19 08:00:00,0.996838847866412,0.995910724778644,0.9980499987452696,0.9821169588442343
2008-03-19 09:00:00,0.9973912934309581,0.9950886004378737,0.9980499987452697,0.9827340436464963
2008-03-19 10:00:00,0.9978772558494706,0.9944566294668479,0.9976724526972285,0.9837357162365584
2008-03-19 11:00:00,0.9982370438073008,0.9944566294668479,0.9974586691911864,0.984120304024359
2008-03-19 12:00:00,0.9984297014140168,0.9957733533655283,0.9972650069075712,0.985547688283225
2008-03-19 13:00:00,0.9984297014140168,0.9919735055477046,0.9966044348655781,0.9865904847542905
2008-03-19 14:00:00,0.9984297014140168,0.9919735055477046,0.9966044348655781,0.9853330873926026
2008-03-20 07:00:00,0.9984297014140168,0.9940373977974465,0.9969742312353881,0.9853330873926026
2008-03-20 08:00:00,0.9977678452973625,0.9940373977974465,0.9970152053489211,0.9857176751804029
2008-03-20 09:00:00,0.9972394968838728,0.9919735055477047,0.9966454089791112,0.9854298261229717
2008-03-20 10:00:00,0.9980852472602153,0.9877770014945523,0.9966044348655781,0.9854298261229717
2008-03-20 11:00:00,0.9980852472602155,0.987092248566898,0.9969742312353881,0.9858922932783781
2008-03-20 12:00:00,0.9980852472602155,0.9891561408166398,0.99718801474143,0.986606116811009
2008-03-20 13:00:00,0.9980852472602152,0.9891561408166398,0.997478790413613,0.986143649655603
2008-03-20 14:00:00,0.9980852472602155,0.9919207235910761,0.9976724526972286,0.9857590618678024
2008-03-24 07:00:00,0.9974233911435613,0.993352644869792,0.9974073198813094,0.9857590618678026
2008-03-24 08:00:00,0.9970468392771568,0.9940373977974467,0.9976946180733577,0.9852965947123964
2008-03-24 09:00:00,0.9970468392771568,0.9972052746442445,0.99805652573933,0.9849120069245958
2008-03-24 10:00:00,0.9980852472602152,0.99652052171659,0.9977435885923,0.985374474080002
2008-03-24 11:00:00,0.9973950844840055,0.9950886004378738,0.9977435885923,0.985374474080002
2008-03-24 12:00:00,0.9973950844840055,0.9966578931297055,0.99805652573933,0.9875822975767866
2008-03-24 13:00:00,0.9975789787436938,0.9937718765391936,0.9976946180733577,0.9879668853645871
2008-03-24 14:00:00,0.9982691415199039,0.9937718765391934,0.9981770214490895,0.9879668853645871
2008-03-25 07:00:00,0.9972307335368453,0.9917079842894516,0.99805652573933,0.9871198304213806
2008-03-25 08:00:00,0.9972307335368453,0.9908858599486813,0.9978873590654748,0.9866340439567334
2008-03-25 09:00:00,0.9982691415199039,0.988402736029538,0.9979737237626264,0.9881215030114427
2008-03-25 10:00:00,0.9982691415199039,0.9897194599282184,0.9975306874622664,0.9885839701668491
2008-03-25 11:00:00,0.9978925896534994,0.993519307746042,0.998013090837998,0.9863761466700641
2008-03-25 12:00:00,0.9970468392771568,0.9897194599282182,0.9975796579812085,0.9863761466700641
2008-03-25 13:00:00,0.9970468392771568,0.9912887526200501,0.9975796579812085,0.9869564759857233
2008-03-25 14:00:00,0.9970468392771568,0.988402736029538,0.9975796579812085,0.9861094210425168
2008-03-26 07:00:00,0.9970468392771568,0.9840161380209459,0.9970586446835101,0.9853955975098858
2008-03-26 08:00:00,0.9970468392771568,0.9821126639314971,0.9972595781784069,0.9861094210425168
2008-03-26 09:00:00,0.9978925896534995,0.9864992619400894,0.9975796579812085,0.9869564759857236
2008-03-26 10:00:00,0.9980852472602155,0.9857520935890277,0.9977846995047754,0.9861094210425168
2008-03-26 11:00:00,0.9980852472602155,0.9846177700859599,0.9977846995047754,0.9883172445393016
2008-03-26 12:00:00,0.9978925896534995,0.9886381101795398,0.9977846995047754,0.9891642994825083
2008-03-26 13:00:00,0.9972307335368452,0.9857520935890277,0.9977846995047754,0.9900113544257151
2008-03-26 14:00:00,0.9972307335368452,0.9846177700859596,0.9977846995047754,0.9885839701668491
2008-03-27 07:00:00,0.9966518833351135,0.9846177700859599,0.9977846995047754,0.9877369152236424
2008-03-27 08:00:00,0.9961846589638004,0.9833010461872795,0.9977846995047754,0.9884507387562733
2008-03-27 09:00:00,0.9966518833351135,0.9813585877536136,0.9975796579812085,0.9884507387562733
2008-03-27 10:00:00,0.9975751876906467,0.9838096351553616,0.9972595781784068,0.9888353265440737
2008-03-27 11:00:00,0.9975751876906467,0.9886381101795397,0.9976536439598247,0.9888353265440739
2008-03-27 12:00:00,0.9982370438073009,0.9846177700859599,0.9978586854833916,0.9888353265440739
2008-03-27 13:00:00,0.9975751876906467,0.9833010461872795,0.9977357289858333,0.9888353265440739
2008-03-27 14:00:00,0.9978925896534995,0.9873213862808596,0.9977357289858333,0.9888353265440737
2008-03-28 07:00:00,0.9982370438073008,0.9893852785306015,0.998013090837998,0.9884507387562731
2008-03-28 08:00:00,0.9969963374889147,0.9899720287213698,0.9975796579812085,0.9884507387562733
2008-03-28 09:00:00,0.9966518833351135,0.9899720287213698,0.9970972546054767,0.986963279701564
2008-03-28 10:00:00,0.9956563105503106,0.9873213862808596,0.9970586446835101,0.9862494561689328
2008-03-28 11:00:00,0.9960007647041117,0.9819061610659129,0.9972595781784066,0.9862494561689328
2008-03-28 12:00:00,0.9960007647041117,0.9819061610659129,0.9976536439598247,0.9859202204241021
2008-03-28 13:00:00,0.9960007647041117,0.977885820972333,0.9976536439598247,0.9870230916910111
2008-03-28 14:00:00,0.9960007647041118,0.9805364634128434,0.9976536439598247,0.985535632636302
2008-03-31 07:00:00,0.9960007647041118,0.9780533394936999,0.9977905842154218,0.9855356326363017
2008-03-31 08:00:00,0.9960007647041118,0.974341819927697,0.997589650720525,0.985535632636302
2008-03-31 09:00:00,0.9960007647041117,0.9754026970531897,0.9974586691911866,0.9837123969273175
2008-03-31 10:00:00,0.9960007647041117,0.9797892950617817,0.9972193758837652,0.985535632636302
2008-03-31 11:00:00,0.9960007647041117,0.9833010461872795,0.997589650720525,0.9846885776930951
2008-03-31 12:00:00,0.9960007647041117,0.9833010461872795,0.9977787489939883,0.9846885776930951
