asset,window_size,end_date,edge_prob_pe_to_fr,mean_effect_pe_to_fr,is_robust,n_obs,pe_position
XLB,200,2023-05-11,0.0,0.0,False,199,1
XLB,200,2023-07-13,0.03,-0.005094653158670787,False,199,1
XLB,200,2023-09-12,0.0,0.0,False,199,1
XLB,200,2023-11-09,0.0,0.0,False,199,2
XLB,200,2024-01-11,0.225,0.04023668513701615,False,199,2
XLB,200,2024-03-13,0.215,0.04290828722502938,False,199,1
XLB,200,2024-05-13,0.185,0.035027887342863016,False,199,2
XLB,200,2024-07-15,0.155,0.03412088847101004,False,199,2
XLB,200,2024-09-12,0.01,-0.00010652691363485678,False,199,1
XLB,200,2024-11-11,0.0,0.0,False,199,1
XLB,200,2025-01-14,0.02,0.0035719654962496133,False,199,2
XLB,200,2025-03-17,0.02,0.002036872405463499,False,199,3
XLB,200,2025-05-15,0.01,0.0016544140287615783,False,199,3
XLB,200,2025-07-17,0.01,0.0018118335990100942,False,199,3
XLB,200,2025-09-16,0.01,0.0011697632540810334,False,199,3
XLB,200,2025-11-13,0.06,0.01411586109210725,False,199,4
XLU,200,2000-04-27,0.01,-0.0017958109413982188,False,199,2
XLU,200,2000-06-27,0.03,-0.005402428988382188,False,199,5
XLU,200,2000-08-25,0.01,-0.0022588789954145812,False,199,5
XLU,200,2000-10-25,0.02,-0.0008718716301356419,False,199,2
XLU,200,2000-12-26,0.025,0.004027436421805359,False,199,4
XLU,200,2001-02-27,0.05,0.009431123016236555,False,199,4
XLU,200,2001-04-27,0.105,0.017989620646004196,False,199,3
XLU,200,2001-06-27,0.07,0.01701390886429472,False,199,3
XLU,200,2001-08-27,0.06,0.017651742079183665,False,199,5
XLU,200,2001-10-31,0.03,0.015473623752005563,False,199,3
XLU,200,2002-01-02,0.01,0.002026416851353689,False,199,4
XLU,200,2002-03-05,0.0,0.0,False,199,2
XLU,200,2002-05-03,0.005,0.0008936511208756648,False,199,4
XLU,200,2002-07-03,0.015,0.0003622193191389308,False,199,3
XLU,200,2002-09-03,0.045,0.009641086548723499,False,199,3
XLU,200,2002-10-31,0.03,0.003922100684804662,False,199,5
XLU,200,2003-01-02,0.01,-0.0033510875511864424,False,199,1
XLU,200,2003-03-05,0.04,-0.006806785762402832,False,199,3
XLU,200,2003-05-05,0.05,-0.008549462178912273,False,199,5
XLU,200,2003-07-03,0.04,0.003290063932746509,False,199,5
XLU,200,2003-09-03,0.005,-0.0010742182452865823,False,199,1
XLU,200,2003-10-31,0.01,0.002054272990172446,False,199,3
XLU,200,2004-01-02,0.005,0.001114529673512875,False,199,1
XLU,200,2004-03-04,0.385,0.07648105983323221,False,199,3
XLU,200,2004-05-04,0.25,0.056118844222119,False,199,1
XLU,200,2004-07-06,0.065,0.01428786589952549,False,199,1
XLU,200,2004-09-02,0.035,0.006574908125381326,False,199,2
XLU,200,2004-11-02,0.0,0.0,False,199,3
XLU,200,2005-01-03,0.01,-0.0021123269957621514,False,199,4
XLU,200,2005-03-04,0.02,-0.002880842324512573,False,199,5
XLU,200,2005-05-04,0.05,-0.009645140158202122,False,199,4
XLU,200,2005-07-05,0.055,-0.012309488122970495,False,199,5
XLU,200,2005-09-01,0.0,0.0,False,199,5
XLU,200,2005-11-01,0.005,0.0009264346818281582,False,199,5
XLU,200,2006-01-03,0.015,0.0023812982089011408,False,199,3
XLU,200,2006-03-06,0.025,0.0044807372137643745,False,199,1
XLU,200,2006-05-04,0.025,0.0050483924665426574,False,199,5
XLU,200,2006-07-05,0.035,-0.0023460389974531183,False,199,4
XLU,200,2006-09-01,0.115,-0.016552402667260428,False,199,5
XLU,200,2006-11-01,0.07,-0.020237986492863246,False,199,5
XLU,200,2007-01-04,0.165,-0.04328107024237489,False,199,4
XLU,200,2007-03-07,0.195,-0.03262677010043653,False,199,1
XLU,200,2007-05-07,0.01,-0.0012677747658605973,False,199,3
XLU,200,2007-07-06,0.025,-0.0037804596092945956,False,199,3
XLU,200,2007-09-05,0.005,0.0010547743889056716,False,199,1
XLU,200,2007-11-02,0.015,0.006029279914945601,False,199,3
XLU,200,2008-01-04,0.045,-0.008640885213309739,False,199,1
XLU,200,2008-03-06,0.0,0.0,False,199,3
XLU,200,2008-05-06,0.02,-0.004139165136687431,False,199,1
XLU,200,2008-07-07,0.005,0.0019781301297625313,False,199,1
XLU,200,2008-09-04,0.02,-0.0036418657613919185,False,199,1
XLU,200,2008-11-03,0.015,-0.002427748580559635,False,199,1
XLU,200,2009-01-05,0.025,-0.005622614678052249,False,199,4
XLU,200,2009-03-06,0.075,-0.01701673581057409,False,199,4
XLU,200,2009-05-06,0.025,-0.006037244223381486,False,199,4
XLU,200,2009-07-07,0.01,-0.001136615039064267,False,199,3
XLU,200,2009-09-03,0.08,-0.015375637029252048,False,199,3
XLU,200,2009-11-03,0.045,-0.008304980541628136,False,199,1
XLU,200,2010-01-05,0.065,-0.013369182644848258,False,199,3
XLU,200,2010-03-08,0.02,-0.0048641055488844445,False,199,5
XLU,200,2010-05-06,0.02,-0.004671614179370803,False,199,5
XLU,200,2010-07-07,0.0,0.0,False,199,2
XLU,200,2010-09-03,0.005,-0.0011269336405811986,False,199,2
XLU,200,2010-11-03,0.005,0.0013088310866382889,False,199,5
XLU,200,2011-01-04,0.0,0.0,False,199,5
XLU,200,2011-03-07,0.02,-0.004240841872073389,False,199,5
XLU,200,2011-05-05,0.055,-0.013029228992321087,False,199,5
XLU,200,2011-07-06,0.035,0.018338622138898784,False,199,4
XLU,200,2011-09-02,0.235,0.04080077885178126,False,199,2
XLU,200,2011-11-02,0.165,0.023919760056727267,False,199,2
XLU,200,2012-01-04,0.06,0.009635904280053953,False,199,2
XLU,200,2012-03-06,0.0,0.0,False,199,2
XLU,200,2012-05-04,0.215,0.055488888970675915,False,199,5
XLU,200,2012-07-05,0.085,0.025003834004759345,False,199,4
XLU,200,2012-09-04,0.0,0.0,False,199,3
XLU,200,2012-11-05,0.005,-0.0010826902717992453,False,199,5
XLU,200,2013-01-07,0.025,0.0025742392232676477,False,199,1
XLU,200,2013-03-08,0.02,-0.0017395907301405139,False,199,1
XLU,200,2013-05-08,0.005,0.0010257877688471858,False,199,1
XLU,200,2013-07-09,0.015,0.002054737827413786,False,199,2
XLU,200,2013-09-06,0.0,0.0,False,199,5
XLU,200,2013-11-05,0.01,0.0016124671566768482,False,199,5
XLU,200,2014-01-07,0.0,0.0,False,199,5
XLU,200,2014-03-10,0.0,0.0,False,199,2
XLU,200,2014-05-08,0.005,0.0007322894343029617,False,199,5
XLU,200,2014-07-09,0.005,0.00091097096902013,False,199,5
XLU,200,2014-09-08,0.0,0.0,False,199,5
XLU,200,2014-11-05,0.02,0.003796429504698098,False,199,1
XLU,200,2015-01-07,0.055,-0.006062008906146893,False,199,1
XLU,200,2015-03-10,0.01,-0.00022877826579848507,False,199,5
XLU,200,2015-05-08,0.04,-0.006933539461694271,False,199,3
XLU,200,2015-07-09,0.06,-0.01179536280149754,False,199,3
XLU,200,2015-09-08,0.0,0.0,False,199,2
XLU,200,2015-11-05,0.08,-0.01289080148780778,False,199,3
XLU,200,2016-01-07,0.07,-0.011820066489353109,False,199,1
XLU,200,2016-03-09,0.09,-0.014370486612826059,False,199,1
XLU,200,2016-05-09,0.015,-0.0028179866921105813,False,199,5
XLU,200,2016-07-08,0.095,-0.016238452447602848,False,199,4
XLU,200,2016-09-07,0.02,-0.003435205087608881,False,199,4
XLU,200,2016-11-04,0.01,-0.0016527171328325069,False,199,4
XLU,200,2017-01-06,0.01,0.0013702790514694724,False,199,3
XLU,200,2017-03-09,0.065,0.020192665273153512,False,199,5
XLU,200,2017-05-09,0.015,0.002116437424087818,False,199,3
XLU,200,2017-07-10,0.03,0.0008239129582752086,False,199,1
XLU,200,2017-09-07,0.02,0.0041157814067823255,False,199,1
XLU,200,2017-11-06,0.02,-0.0043239569405721205,False,199,2
XLU,200,2018-01-08,0.015,-0.002782056502284343,False,199,1
XLU,200,2018-03-09,0.115,-0.02491058640563767,False,199,1
XLU,200,2018-05-09,0.065,-0.01577394320943792,False,199,2
XLU,200,2018-07-10,0.045,-0.008961911307429111,False,199,4
XLU,200,2018-09-07,0.025,-0.00526142272101234,False,199,2
XLU,200,2018-11-06,0.0,0.0,False,199,1
XLU,200,2019-01-09,0.0,0.0,False,199,2
XLU,200,2019-03-12,0.005,0.001216471904020359,False,199,5
XLU,200,2019-05-10,0.06,-0.009402776703167087,False,199,4
XLU,200,2019-07-11,0.115,-0.018092908315249713,False,199,4
XLU,200,2019-09-10,0.375,-0.0654073519560639,False,199,4
XLU,200,2019-11-07,0.105,-0.018256913097413407,False,199,4
XLU,200,2020-01-09,0.0,0.0,False,199,5
XLU,200,2020-03-11,0.03,0.00291023359279268,False,199,5
XLU,200,2020-05-11,0.0,0.0,False,199,4
XLU,200,2020-07-10,0.0,0.0,False,199,2
XLU,200,2020-09-09,0.0,0.0,False,199,2
XLU,200,2020-11-06,0.005,-0.0004110524809024546,False,199,4
XLU,200,2021-01-08,0.02,-0.0024388335970249265,False,199,2
XLU,200,2021-03-11,0.015,-0.0023149418385173697,False,199,1
XLU,200,2021-05-11,0.01,-0.002256650099316231,False,199,4
XLU,200,2021-07-12,0.04,-0.009504654799689283,False,199,5
XLU,200,2021-09-09,0.055,-0.009278893543103265,False,199,2
XLU,200,2021-11-08,0.08,-0.016284257654990426,False,199,1
XLU,200,2022-01-07,0.03,-0.005902883706550303,False,199,1
XLU,200,2022-03-10,0.015,-0.002378825652622005,False,199,4
XLU,200,2022-05-10,0.185,-0.03687384967842659,False,199,3
XLU,200,2022-07-12,0.03,-0.006595687256057221,False,199,1
XLU,200,2022-09-09,0.07,-0.009799495048568339,False,199,1
XLU,200,2022-11-08,0.055,0.009977137125369469,False,199,5
XLU,200,2023-01-10,0.28,0.06807080436520327,False,199,4
XLU,200,2023-03-13,0.005,0.0007742316865685217,False,199,4
XLU,200,2023-05-11,0.0,0.0,False,199,4
XLU,200,2023-07-13,0.01,0.001644388098644124,False,199,4
XLU,200,2023-09-12,0.015,0.0032569223800203075,False,199,4
XLU,200,2023-11-09,0.02,0.005328098979711633,False,199,2
XLU,200,2024-01-11,0.035,0.008544539516935741,False,199,1
XLU,200,2024-03-13,0.015,0.0029125018502495557,False,199,1
XLU,200,2024-05-13,0.045,-0.007706320651159001,False,199,1
XLU,200,2024-07-15,0.03,-0.004976214911742294,False,199,1
XLU,200,2024-09-12,0.035,-0.00556367204723679,False,199,5
XLU,200,2024-11-11,0.01,-0.0014796925257985615,False,199,3
XLU,200,2025-01-14,0.005,0.0019762926647546534,False,199,4
XLU,200,2025-03-17,0.0,0.0,False,199,5
XLU,200,2025-05-15,0.0,0.0,False,199,4
XLU,200,2025-07-17,0.005,-0.0006521196231655378,False,199,5
XLU,200,2025-09-16,0.01,-0.0016994992646329672,False,199,5
XLU,200,2025-11-13,0.0,0.0,False,199,5
XLP,200,2000-04-27,0.005,-0.0006730488919194708,False,199,3
XLP,200,2000-06-27,0.01,0.001480271871990972,False,199,4
XLP,200,2000-08-25,0.015,0.0032986561443777763,False,199,2
XLP,200,2000-10-25,0.0,0.0,False,199,4
XLP,200,2000-12-26,0.02,0.0032856686395321016,False,199,3
XLP,200,2001-02-27,0.015,0.0031657064326542344,False,199,3
XLP,200,2001-04-27,0.03,0.005385228626143684,False,199,4
XLP,200,2001-06-27,0.005,0.0014736830964310313,False,199,4
XLP,200,2001-08-27,0.01,0.0027794162980902134,False,199,3
XLP,200,2001-10-31,0.03,-0.006069142875461662,False,199,4
XLP,200,2002-01-02,0.01,-0.0019055176936403507,False,199,4
XLP,200,2002-03-05,0.0,0.0,False,199,1
XLP,200,2002-05-03,0.015,0.002408548880375309,False,199,3
XLP,200,2002-07-03,0.015,0.002681941712551883,False,199,2
XLP,200,2002-09-03,0.005,0.0008054933135798103,False,199,4
XLP,200,2002-10-31,0.0,0.0,False,199,4
XLP,200,2003-01-02,0.025,-0.006897286942854531,False,199,4
XLP,200,2003-03-05,0.08,-0.02023492070421133,False,199,4
XLP,200,2003-05-05,0.09,-0.01665542463766123,False,199,3
XLP,200,2003-07-03,0.05,-0.012775199617698565,False,199,1
XLP,200,2003-09-03,0.015,0.0027366273702608803,False,199,1
XLP,200,2003-10-31,0.01,0.0011971723176285606,False,199,2
XLP,200,2004-01-02,0.0,0.0,False,199,3
XLP,200,2004-03-04,0.065,0.013544770258974685,False,199,4
XLP,200,2004-05-04,0.025,-0.0044004886699322,False,199,5
XLP,200,2004-07-06,0.015,-0.0026490466084048213,False,199,5
XLP,200,2004-09-02,0.0,0.0,False,199,1
XLP,200,2004-11-02,0.0,0.0,False,199,3
XLP,200,2005-01-03,0.0,0.0,False,199,3
XLP,200,2005-03-04,0.085,0.014027221790395778,False,199,4
XLP,200,2005-05-04,0.065,0.008867018699598477,False,199,4
XLP,200,2005-07-05,0.03,0.005007722031703538,False,199,2
XLP,200,2005-09-01,0.015,0.0020700820824662565,False,199,5
XLP,200,2005-11-01,0.005,-0.0005564598429575241,False,199,3
XLP,200,2006-01-03,0.0,0.0,False,199,4
XLP,200,2006-03-06,0.0,0.0,False,199,4
XLP,200,2006-05-04,0.0,0.0,False,199,3
XLP,200,2006-07-05,0.005,-0.0008651568534198964,False,199,1
XLP,200,2006-09-01,0.005,-0.0008194929415667022,False,199,3
XLP,200,2006-11-01,0.16,-0.03339286527008008,False,199,3
XLP,200,2007-01-04,0.165,-0.034180811852285824,False,199,5
XLP,200,2007-03-07,0.09,-0.014758504589251351,False,199,2
XLP,200,2007-05-07,0.16,-0.032740639496403344,False,199,3
XLP,200,2007-07-06,0.005,0.0007255582436316308,False,199,4
XLP,200,2007-09-05,0.01,0.0016342949191442365,False,199,5
XLP,200,2007-11-02,0.005,0.0016659523383140726,False,199,2
XLP,200,2008-01-04,0.37,0.08551637950745723,False,199,1
XLP,200,2008-03-06,0.695,0.17252486915726586,True,199,1
XLP,200,2008-05-06,0.21,0.05385466512059428,False,199,3
XLP,200,2008-07-07,0.04,0.0083095619759034,False,199,3
XLP,200,2008-09-04,0.005,0.0012785576805512777,False,199,4
XLP,200,2008-11-03,0.005,0.0004897154398048148,False,199,4
XLP,200,2009-01-05,0.01,0.0012845385138174508,False,199,5
XLP,200,2009-03-06,0.02,-0.003951851034537684,False,199,5
XLP,200,2009-05-06,0.015,-0.00335510823185376,False,199,5
XLP,200,2009-07-07,0.0,0.0,False,199,3
XLP,200,2009-09-03,0.0,0.0,False,199,5
XLP,200,2009-11-03,0.0,0.0,False,199,2
XLP,200,2010-01-05,0.025,0.00033367232924259556,False,199,3
XLP,200,2010-03-08,0.06,-0.010633866705319543,False,199,4
XLP,200,2010-05-06,0.295,-0.06689505696909755,False,199,1
XLP,200,2010-07-07,0.06,-0.013218308591278873,False,199,3
XLP,200,2010-09-03,0.015,-0.0028423071456841953,False,199,3
XLP,200,2010-11-03,0.015,0.0013427748082882845,False,199,2
XLP,200,2011-01-04,0.015,0.0011673444935476856,False,199,2
XLP,200,2011-03-07,0.055,0.021629577032770846,False,199,1
XLP,200,2011-05-05,0.005,-0.0008341110988348469,False,199,2
XLP,200,2011-07-06,0.035,0.0057841650436209705,False,199,1
XLP,200,2011-09-02,0.04,-0.010738319359379588,False,199,1
XLP,200,2011-11-02,0.03,-0.0022168115337617765,False,199,3
XLP,200,2012-01-04,0.01,0.0014886291839060258,False,199,2
XLP,200,2012-03-06,0.025,0.0007230977459238567,False,199,2
XLP,200,2012-05-04,0.025,-0.004275845705186155,False,199,5
XLP,200,2012-07-05,0.03,0.007808131949088719,False,199,4
XLP,200,2012-09-04,0.02,-0.0038534417305926146,False,199,3
XLP,200,2012-11-05,0.025,0.004495940387094575,False,199,3
XLP,200,2013-01-07,0.09,0.014390843953429721,False,199,4
XLP,200,2013-03-08,0.105,0.022467534411397927,False,199,3
XLP,200,2013-05-08,0.075,0.014946091095279938,False,199,5
XLP,200,2013-07-09,0.005,0.0007335933429545582,False,199,1
XLP,200,2013-09-06,0.005,0.0006858464240026058,False,199,1
XLP,200,2013-11-05,0.24,0.05348889867464486,False,199,2
XLP,200,2014-01-07,0.005,-0.0009201375727291164,False,199,3
XLP,200,2014-03-10,0.28,0.0630516589933492,False,199,3
XLP,200,2014-05-08,0.12,0.019646398725517072,False,199,2
XLP,200,2014-07-09,0.11,-0.01845242816571716,False,199,5
XLP,200,2014-09-08,0.095,-0.0382172724875386,False,199,5
XLP,200,2014-11-05,0.025,-0.0011722602371191224,False,199,3
XLP,200,2015-01-07,0.005,0.0018476488279921819,False,199,3
XLP,200,2015-03-10,0.005,0.0008812118160698592,False,199,3
XLP,200,2015-05-08,0.005,-0.0009189403604398523,False,199,3
XLP,200,2015-07-09,0.03,-0.005284180919800758,False,199,3
XLP,200,2015-09-08,0.01,-0.0017123756863885791,False,199,1
XLP,200,2015-11-05,0.005,-0.0009092131770274097,False,199,5
XLP,200,2016-01-07,0.055,-0.010062291700276598,False,199,1
XLP,200,2016-03-09,0.01,-0.0027443384881943255,False,199,4
XLP,200,2016-05-09,0.005,-0.0006827915321757067,False,199,4
XLP,200,2016-07-08,0.01,-0.001999641456821322,False,199,5
XLP,200,2016-09-07,0.005,0.0008657699998480971,False,199,2
XLP,200,2016-11-04,0.06,0.013903002312928786,False,199,3
XLP,200,2017-01-06,0.015,0.003521050424790558,False,199,4
XLP,200,2017-03-09,0.015,0.0011651362672949527,False,199,4
XLP,200,2017-05-09,0.015,0.002296286031926883,False,199,4
XLP,200,2017-07-10,0.045,0.008156303894672052,False,199,1
XLP,200,2017-09-07,0.05,0.0049926501724658545,False,199,1
XLP,200,2017-11-06,0.145,0.026195026438579943,False,199,1
XLP,200,2018-01-08,0.11,0.01831449984600883,False,199,1
XLP,200,2018-03-09,0.0,0.0,False,199,4
XLP,200,2018-05-09,0.05,0.008548120094016547,False,199,4
XLP,200,2018-07-10,0.025,-0.0011920595167237077,False,199,3
XLP,200,2018-09-07,0.04,0.0068943347530199305,False,199,3
XLP,200,2018-11-06,0.04,0.006484347136260244,False,199,2
XLP,200,2019-01-09,0.01,-0.001972104161186907,False,199,4
XLP,200,2019-03-12,0.0,0.0,False,199,1
XLP,200,2019-05-10,0.055,-0.021635936358574734,False,199,5
XLP,200,2019-07-11,0.13,-0.020884047465716735,False,199,1
XLP,200,2019-09-10,0.125,-0.019458532949146744,False,199,2
XLP,200,2019-11-07,0.15,-0.02627537959759736,False,199,2
XLP,200,2020-01-09,0.005,-0.0009602915371378479,False,199,1
XLP,200,2020-03-11,0.045,-0.008267836802754067,False,199,3
XLP,200,2020-05-11,0.015,0.0025087182000998777,False,199,5
XLP,200,2020-07-10,0.005,-0.00026844272746291784,False,199,5
XLP,200,2020-09-09,0.0,0.0,False,199,5
XLP,200,2020-11-06,0.01,0.00017412662518750656,False,199,4
XLP,200,2021-01-08,0.055,-0.012918582107497776,False,199,5
XLP,200,2021-03-11,0.07,-0.010683845442491196,False,199,2
XLP,200,2021-05-11,0.28,-0.07012494972264884,False,199,2
XLP,200,2021-07-12,0.0,0.0,False,199,2
XLP,200,2021-09-09,0.025,0.004299703744701669,False,199,2
XLP,200,2021-11-08,0.105,0.017529191204249967,False,199,1
XLP,200,2022-01-07,0.07,0.013528443955665779,False,199,4
XLP,200,2022-03-10,0.05,0.00822790766968101,False,199,5
XLP,200,2022-05-10,0.055,0.008858530351798477,False,199,1
XLP,200,2022-07-12,0.01,0.003225813529512289,False,199,4
XLP,200,2022-09-09,0.0,0.0,False,199,4
XLP,200,2022-11-08,0.04,0.007382227812888689,False,199,5
XLP,200,2023-01-10,0.04,0.008652304565267097,False,199,4
XLP,200,2023-03-13,0.145,0.02912091935915922,False,199,1
XLP,200,2023-05-11,0.135,0.030662986130673853,False,199,3
XLP,200,2023-07-13,0.07,-0.013484948233275326,False,199,1
XLP,200,2023-09-12,0.0,0.0,False,199,4
XLP,200,2023-11-09,0.005,0.0010371179080269214,False,199,3
XLP,200,2024-01-11,0.01,-0.00156974008763121,False,199,2
XLP,200,2024-03-13,0.025,0.004734409526241983,False,199,1
XLP,200,2024-05-13,0.05,0.01093213069974196,False,199,5
XLP,200,2024-07-15,0.005,0.0017035435948129707,False,199,5
XLP,200,2024-09-12,0.055,0.011583090916563444,False,199,2
XLP,200,2024-11-11,0.02,0.0034129925284034795,False,199,5
XLP,200,2025-01-14,0.005,0.0020968231610727934,False,199,5
XLP,200,2025-03-17,0.01,0.0021813903807849115,False,199,5
XLP,200,2025-05-15,0.025,0.006718156339714609,False,199,4
XLP,200,2025-07-17,0.01,0.001764118511630683,False,199,2
XLP,200,2025-09-16,0.0,0.0,False,199,2
XLP,200,2025-11-13,0.0,0.0,False,199,3
XLY,200,2000-04-27,0.045,-0.0082978135610357,False,199,4
XLY,200,2000-06-27,0.015,0.0012645975131535519,False,199,5
XLY,200,2000-08-25,0.025,-0.002426790566869865,False,199,1
XLY,200,2000-10-25,0.065,0.005516222871953815,False,199,1
XLY,200,2000-12-26,0.035,0.007171710868562009,False,199,5
XLY,200,2001-02-27,0.05,-0.006257747424432792,False,199,4
XLY,200,2001-04-27,0.02,-0.0029840126812308676,False,199,1
XLY,200,2001-06-27,0.27,0.06519251937601958,False,199,3
XLY,200,2001-08-27,0.02,0.005687559343599085,False,199,2
XLY,200,2001-10-31,0.27,0.06268676587774538,False,199,3
XLY,200,2002-01-02,0.195,0.04835420322010843,False,199,4
XLY,200,2002-03-05,0.21,0.05390492590188945,False,199,4
XLY,200,2002-05-03,0.185,0.048080876150053894,False,199,4
XLY,200,2002-07-03,0.07,-0.014889703446007516,False,199,2
XLY,200,2002-09-03,0.02,-0.0034348555366533863,False,199,5
XLY,200,2002-10-31,0.0,0.0,False,199,3
XLY,200,2003-01-02,0.0,0.0,False,199,4
XLY,200,2003-03-05,0.0,0.0,False,199,3
XLY,200,2003-05-05,0.0,0.0,False,199,4
XLY,200,2003-07-03,0.075,-0.011485796149035488,False,199,2
XLY,200,2003-09-03,0.045,-0.009791117636972308,False,199,5
XLY,200,2003-10-31,0.025,-0.004294682131267166,False,199,2
XLY,200,2004-01-02,0.01,0.0014106303633976177,False,199,1
XLY,200,2004-03-04,0.005,0.000798384439852076,False,199,4
XLY,200,2004-05-04,0.005,-0.0008532117934168959,False,199,4
XLY,200,2004-07-06,0.19,0.0650423392674178,False,199,1
XLY,200,2004-09-02,0.025,0.004072836815879022,False,199,2
XLY,200,2004-11-02,0.005,0.0011235132859156323,False,199,1
XLY,200,2005-01-03,0.005,0.001423472207819481,False,199,1
XLY,200,2005-03-04,0.035,0.006109151422774342,False,199,5
XLY,200,2005-05-04,0.005,-0.000942100550271014,False,199,5
XLY,200,2005-07-05,0.025,-0.0032240140175046673,False,199,2
XLY,200,2005-09-01,0.02,-0.0017558991609353718,False,199,1
XLY,200,2005-11-01,0.065,-0.010764102977558239,False,199,1
XLY,200,2006-01-03,0.01,-0.0021780436134773624,False,199,2
XLY,200,2006-03-06,0.0,0.0,False,199,5
XLY,200,2006-05-04,0.0,0.0,False,199,1
XLY,200,2006-07-05,0.0,0.0,False,199,1
XLY,200,2006-09-01,0.0,0.0,False,199,4
XLY,200,2006-11-01,0.03,-0.006010965783066119,False,199,1
XLY,200,2007-01-04,0.06,-0.012703865365399391,False,199,4
XLY,200,2007-03-07,0.015,0.0021396415053185625,False,199,4
XLY,200,2007-05-07,0.005,0.000991338368905371,False,199,2
XLY,200,2007-07-06,0.005,0.000919861418510946,False,199,2
XLY,200,2007-09-05,0.015,-0.0024395159138256716,False,199,3
XLY,200,2007-11-02,0.11,-0.023209480135359874,False,199,3
XLY,200,2008-01-04,0.215,-0.04604850181720013,False,199,5
XLY,200,2008-03-06,0.11,-0.022634156671836672,False,199,3
XLY,200,2008-05-06,0.05,-0.009204307903871669,False,199,3
XLY,200,2008-07-07,0.105,-0.017315092552247755,False,199,3
XLY,200,2008-09-04,0.015,-0.002339384031183595,False,199,2
XLY,200,2008-11-03,0.05,-0.008390406504487653,False,199,1
XLY,200,2009-01-05,0.005,-0.00040233175090286064,False,199,1
XLY,200,2009-03-06,0.0,0.0,False,199,5
XLY,200,2009-05-06,0.03,-0.004850696212955882,False,199,5
XLY,200,2009-07-07,0.03,0.005826141854433218,False,199,1
XLY,200,2009-09-03,0.055,0.012342773468775539,False,199,2
XLY,200,2009-11-03,0.02,0.004865624969243864,False,199,1
XLY,200,2010-01-05,0.005,0.0011352716749549513,False,199,3
XLY,200,2010-03-08,0.005,-0.0008050492039145085,False,199,2
XLY,200,2010-05-06,0.005,-0.0009620326291983645,False,199,3
XLY,200,2010-07-07,0.0,0.0,False,199,2
XLY,200,2010-09-03,0.015,-0.0033303139078145944,False,199,2
XLY,200,2010-11-03,0.005,-0.001335158606558246,False,199,4
XLY,200,2011-01-04,0.0,0.0,False,199,5
XLY,200,2011-03-07,0.01,-0.0020899487930103483,False,199,5
XLY,200,2011-05-05,0.0,0.0,False,199,5
XLY,200,2011-07-06,0.0,0.0,False,199,4
XLY,200,2011-09-02,0.01,0.0017279257079192173,False,199,1
XLY,200,2011-11-02,0.025,0.002980620291921001,False,199,1
XLY,200,2012-01-04,0.005,-0.0008434017269750505,False,199,1
XLY,200,2012-03-06,0.005,0.0008561112375920267,False,199,1
XLY,200,2012-05-04,0.01,0.0020245383446234775,False,199,1
XLY,200,2012-07-05,0.03,0.00507693401277044,False,199,1
XLY,200,2012-09-04,0.09,0.019333753597752003,False,199,4
XLY,200,2012-11-05,0.095,0.020664680297079824,False,199,5
XLY,200,2013-01-07,0.045,0.009314345270989953,False,199,5
XLY,200,2013-03-08,0.005,0.000754476442013561,False,199,2
XLY,200,2013-05-08,0.0,0.0,False,199,2
XLY,200,2013-07-09,0.005,0.0007802542526429987,False,199,3
XLY,200,2013-09-06,0.135,0.026036631910165264,False,199,2
XLY,200,2013-11-05,0.205,0.04503529695097155,False,199,2
XLY,200,2014-01-07,0.085,0.02116501978327717,False,199,1
XLY,200,2014-03-10,0.01,0.0005688349901953318,False,199,1
XLY,200,2014-05-08,0.015,-0.002264743382919599,False,199,2
XLY,200,2014-07-09,0.02,-0.0038235338997649783,False,199,5
XLY,200,2014-09-08,0.01,-0.0020991363575915416,False,199,4
XLY,200,2014-11-05,0.0,0.0,False,199,5
XLY,200,2015-01-07,0.0,0.0,False,199,1
XLY,200,2015-03-10,0.01,0.0016582004874006494,False,199,2
XLY,200,2015-05-08,0.01,0.0015547826773563485,False,199,2
XLY,200,2015-07-09,0.005,0.0006588545984506125,False,199,4
XLY,200,2015-09-08,0.015,0.002553201489748743,False,199,1
XLY,200,2015-11-05,0.01,0.0017822688909959223,False,199,5
XLY,200,2016-01-07,0.0,0.0,False,199,3
XLY,200,2016-03-09,0.0,0.0,False,199,4
XLY,200,2016-05-09,0.0,0.0,False,199,5
XLY,200,2016-07-08,0.005,0.001061515143593202,False,199,3
XLY,200,2016-09-07,0.015,0.002802637938168331,False,199,3
XLY,200,2016-11-04,0.025,0.004963217274052781,False,199,5
XLY,200,2017-01-06,0.02,0.0037797822466439633,False,199,5
XLY,200,2017-03-09,0.035,0.006579048623714117,False,199,3
XLY,200,2017-05-09,0.0,0.0,False,199,5
XLY,200,2017-07-10,0.0,0.0,False,199,3
XLY,200,2017-09-07,0.0,0.0,False,199,3
XLY,200,2017-11-06,0.01,-0.0016992704416396139,False,199,4
XLY,200,2018-01-08,0.0,0.0,False,199,2
XLY,200,2018-03-09,0.06,-0.011414836957204275,False,199,5
XLY,200,2018-05-09,0.12,-0.024391230946615695,False,199,2
XLY,200,2018-07-10,0.205,-0.04078693171382785,False,199,2
XLY,200,2018-09-07,0.15,-0.0305458911374926,False,199,5
XLY,200,2018-11-06,0.01,-0.0015563436704610011,False,199,5
XLY,200,2019-01-09,0.005,0.0007758528056109079,False,199,4
