date,XLK,XLE,XLV,XLF,XLP,XLY,XLI,XLU,XLB,XLRE,XLC,SPY
2000-01-03,,,,,,,,,,,,0.9988928669276588
2000-01-04,,,,,,,,,,,,0.9989749168047213
2000-01-05,,,,,,,,,,,,0.9989482327364985
2000-01-06,,,,,,,,,,,,0.9988928669276588
2000-01-07,,,,,,,,,,,,0.9988928669276588
2000-01-10,,,,,,,,,,,,0.9988928669276588
2000-01-11,,,,,,,,,,,,0.9988928669276588
2000-01-12,,,,,,,,,,,,0.998745010797773
2000-01-13,,,,,,,,,,,,0.9988558108827948
2000-01-14,,,,,,,,,,,,0.9988558108827948
2000-01-18,,,,,,,,,,,,0.998855810882795
2000-01-19,,,,,,,,,,,,0.998855810882795
2000-01-20,,,,,,,,,,,,0.9986563499712185
2000-01-21,,,,,,,,,,,,0.998466850718823
2000-01-24,,,,,,,,,,,,0.9982257690335375
2000-01-25,,,,,,,,,,,,0.9981990849653148
2000-01-26,,,,,,,,,,,,0.9981149689485157
2000-01-27,,,,,,,,,,,,0.9979130917384605
2000-01-28,,,,,,,,,,,,0.9978003433979418
2000-01-31,,,,,,,,,,,,0.9977736593297188
2000-02-01,,,,,,,,,,,,0.9976600314001184
2000-02-02,,,,,,,,,,,,0.9978767622938554
2000-02-03,,,,,,,,,,,,0.9977082897692787
2000-02-04,,,,,,,,,,,,0.9977082897692785
2000-02-07,,,,,,,,,,,,0.9977082897692785
2000-02-08,,,,,,,,,,,,0.9978369721201544
2000-02-09,,,,,,,,,,,,0.9977764135021456
2000-02-10,,,,,,,,,,,,0.9978369721201544
2000-02-11,,,,,,,,,,,,0.9978767622938554
2000-02-14,,,,,,,,,,,,0.9977082897692785
2000-02-15,,,,,,,,,,,,0.997976404528896
2000-02-16,,,,,,,,,,,,0.9979276971266309
2000-02-17,,,,,,,,,,,,0.9978369721201543
2000-02-18,,,,,,,,,,,,0.9975720605660684
2000-02-22,,,,,,,,,,,,0.9975720605660684
2000-02-23,,,,,,,,,,,,0.997672102875174
2000-02-24,,,,,,,,,,,,0.9973804104383408
2000-02-25,,,,,,,,,,,,0.9971333644642908
2000-02-28,,,,,,,,,,,,0.9972719288839105
2000-02-29,,,,,,,,,,,,0.9974485245903627
2000-03-01,,,,,,,,,,,,0.9974485245903627
2000-03-02,,,,,,,,,,,,0.9976191516684993
2000-03-03,,,,,,,,,,,,0.9975788819797817
