date,us,japon,uk,hongkong,alemania,australia,brasil,china,india
1998-07-23,,,0.9600080561176936,,,0.9956688504133301,,,
1998-07-24,0.9958248710059701,,0.9638350518807322,,,0.9971225119495971,,,
1998-07-27,0.9962198269480136,,0.9645108412402087,,0.9986135956737052,0.9966365495310848,,,
1998-07-28,0.9954988209278077,0.9843205675502721,0.9633745816667941,0.991929299904271,0.9987974899333938,0.9969539514939376,0.9955021627775766,,
1998-07-29,0.9964943937126106,0.9843205675502721,0.9616136735890644,0.9927211053238839,0.9987974899333938,0.9973137394517676,0.9965405707606352,,
1998-07-30,0.9970468392771568,0.9843205675502721,0.9616136735890644,0.991929299904271,0.9993037584499153,0.9974822999074273,0.9965405707606353,,
1998-07-31,0.9961640188942308,0.9841366732905837,0.9629117475251988,0.991929299904271,0.9996482126037167,0.9966904944878143,0.9965405707606352,,0.996807470935246
1998-08-03,0.9966702874107523,0.9830410398982171,0.9645108412402087,0.991929299904271,0.9993037584499153,0.9970208693061943,0.9961640188942308,,0.9973137394517676
1998-08-04,0.996825875010885,0.9843205675502723,0.9652655851400822,0.9927211053238839,0.9991198641902267,0.9968523088505346,0.9958042309364008,0.9891762535865256,0.9982370438073008
1998-08-05,0.996825875010885,0.9843205675502721,0.9621143787365203,0.9927211053238839,0.9992884246458864,0.9953294369773957,0.9968426389194595,0.9911900939780027,0.9982370438073009
1998-08-06,0.9966235766755577,0.9871935915511914,0.9652655851400822,0.9927211053238839,0.9989286366880564,0.9956598117957755,0.9973950844840055,0.9915666458444071,0.9985674186256805
1998-08-07,0.9964679890754249,0.986817039684787,0.9675657461651558,0.9909731520900537,0.9982076306678506,0.9968523088505344,0.9968426389194595,0.9906838254614811,0.9982370438073008
1998-08-10,0.9964679890754249,0.9855375120327318,0.9705220003345524,0.9917848306151682,0.9980390702121908,0.9976441142701473,0.9958042309364006,0.9906838254614811,0.9974822999074273
1998-08-11,0.9956563105503103,0.9870096972915028,0.9705220003345524,0.9917848306151682,0.9980390702121906,0.9974822999074273,0.9953182685178882,0.9911900939780027,0.9971225119495971
1998-08-12,0.9948645051306975,0.9870096972915028,0.9705220003345524,0.9925650847312437,0.9983988581700208,0.9971378457536259,0.9953182685178882,0.9932564120643257,0.9978772558494706
1998-08-13,0.9940317960337687,0.9841366732905837,0.9717144973893114,0.9939556134580902,0.9983988581700208,0.9980611501091592,0.9953182685178881,0.9947792839374644,0.9969539514939373
1998-08-14,0.9928917539598628,0.9826644880318125,0.971512199053984,0.9939556134580902,0.9983988581700209,0.9980611501091591,0.9963566765009467,0.9951558358038688,0.9969539514939373
1998-08-17,0.9936720080759387,0.9830410398982171,0.9710493649123886,0.9949940214411488,0.9982370438073008,0.9980611501091591,0.9968426389194593,0.994273015420943,0.9971225119495971
1998-08-18,0.9946675808607415,0.9843205675502721,0.9704414537524642,0.9946886114325557,0.9984129375054425,0.9978925896534994,0.9968426389194593,0.993582852644733,0.9966365495310848
1998-08-19,0.9940317960337687,0.9843205675502721,0.9708364096945075,0.9946886114325557,0.9984129375054425,0.9987754100364254,0.9968426389194593,0.993582852644733,0.9962920953772834
1998-08-20,0.9928917539598628,0.9830410398982171,0.9674424023702253,0.9946886114325557,0.9984129375054425,0.9982691415199039,0.9968426389194593,0.9917545707630011,0.9949940214411489
1998-08-21,0.9928917539598628,0.9843205675502721,0.9674424023702253,0.9946886114325557,0.9982370438073008,0.9980852472602153,0.9963566765009467,0.9906838254614811,0.9949940214411489
1998-08-24,0.9936720080759385,0.9854162009426388,0.9661187247549581,0.9946886114325557,0.997658193605569,0.9977254593023852,0.9963566765009467,0.9906838254614811,0.9949940214411488
1998-08-25,0.9940317960337687,0.985416200942639,0.9661187247549581,0.9946886114325559,0.997658193605569,0.9968426389194593,0.9961640188942308,0.9898380750851385,0.9949940214411488
1998-08-26,0.992891753959863,0.985416200942639,0.9661187247549582,0.99407691777214,0.9969963374889149,0.9975328016956692,0.9955021627775766,0.9898380750851385,
1998-08-27,0.9917961205674962,0.985056412984809,0.9618652794231904,0.9933559117519342,0.9969963374889149,0.9968117956754633,0.9961640188942308,0.9898380750851385,0.9951558358038689
1998-08-28,0.9914195687010916,0.9856681066452248,0.9630638198300111,0.9946886114325559,0.9974822999074273,0.9970044532821793,0.996356676500947,0.9884475463582922,0.9955002899576704
1998-08-31,0.9909133001845704,0.9861964550587146,,0.9946886114325559,0.9978772558494706,0.9977254593023852,0.9963566765009467,0.9884475463582922,0.9962920953772831
1998-09-01,0.9912436750029501,0.9852767153644896,0.9653639808550846,0.9962920953772831,0.9969539514939374,0.9980852472602155,0.9972024268772894,0.9884475463582922,0.9951558358038689
1998-09-02,0.9914363326096661,0.9841366732905837,0.9648356324415945,0.9962920953772831,0.9969539514939374,0.9985915157767369,0.9978925896534994,0.9891377091345023,0.9939676054123499
1998-09-03,0.9889512253502134,0.985056412984809,0.9661966899520134,0.9966365495310846,0.9966365495310846,0.9985915157767369,0.9982229644718792,0.9912040272208252,0.9932774426361399
1998-09-04,0.9879347285284815,0.9856681066452248,0.9678801555251108,0.9973912934309581,0.9969963374889147,0.9985915157767369,0.9982229644718792,0.993032309102557,0.9922390346530813
1998-09-07,,0.9854754490385087,0.9666876584703518,0.996838847866412,0.9969963374889147,0.9980852472602155,,0.9925650847312437,0.9922390346530814
1998-09-08,0.9872137225082757,0.9882089874612783,0.970081665794634,0.9966365495310846,0.9974822999074273,0.9980852472602155,0.9989439704920852,0.9925650847312437,0.9925444446616742
1998-09-09,0.9864927164880696,0.9885143974698714,0.9673277099605645,0.9960007647041118,0.9968204437907732,0.9982691415199039,0.9987600762323966,0.9925650847312437,0.993582852644733
1998-09-10,0.9864927164880696,0.9893972178527974,0.9638350518807322,0.9962030630394392,0.9969963374889149,0.9972307335368452,0.9984156220785951,0.9925650847312437,0.9921923239178867
1998-09-11,0.9864927164880696,0.9884016450679943,0.9666876584703518,0.9962030630394392,0.9969963374889147,0.9975751876906467,0.9989439704920852,0.9925650847312437,0.9911539159348278
1998-09-14,0.9864927164880696,0.9868081487191304,0.9659666524501459,0.9960271693412976,0.9974822999074273,0.9978925896534995,0.9985674186256807,0.9927409784293855,0.9927573998795552
1998-09-15,0.9864927164880696,,0.9659666524501459,0.9960271693412976,0.9969963374889147,0.9977086953938109,0.9985674186256807,0.9939816847477716,0.9938425185978085
1998-09-16,0.9864927164880696,0.9884016450679943,0.9659666524501459,0.9964943937126106,0.9976581936055688,0.9977086953938109,0.9982229644718792,0.9946174695747443,0.9948809265808672
1998-09-17,0.9853498153410726,0.9887070550765874,0.9629117475251989,0.9962920953772831,0.9969963374889147,0.9978772558494706,0.9975328016956692,0.9949940214411488,0.9932774426361398
1998-09-18,0.9860708213612785,0.9897026278613904,0.9629117475251988,0.9970468392771568,0.9971722311870564,0.9985674186256807,0.9977086953938109,0.9946886114325559,0.9920367363177539
1998-09-21,0.9888128162232854,0.9885143974698714,0.9648815337318924,0.9978925896534994,0.9984129375054425,0.9978772558494708,0.9973137394517674,0.9946886114325559,0.9920367363177539
1998-09-22,0.9900053132780444,0.9893260759949859,0.9629650380540301,0.9978925896534994,0.9982370438073009,0.9969539514939374,0.9974822999074273,0.9938057910496298,0.9907386623816196
1998-09-23,0.9902182684959253,,0.9642057443724159,0.9978925896534995,0.9982370438073008,0.9969539514939374,0.9982370438073008,0.9946174695747443,0.9890602029083481
1998-09-24,0.9894972624757197,0.9885143974698715,0.961150839447469,0.9978925896534995,0.9977510813887884,0.9969539514939374,0.9977086953938108,0.9951699151392903,0.9889103804998877
1998-09-25,0.9890820089225112,0.9859253283362045,0.961150839447469,0.9983988581700208,0.9969963374889147,0.9969539514939374,0.9975328016956692,0.9955002899576703,0.9878719725168291
1998-09-28,0.9910218100997762,0.9859253283362045,0.9642057443724161,0.9987754100364254,0.9966365495310846,0.9969539514939373,0.9982538077158752,0.9951699151392903,0.9869938848220252
1998-09-29,0.9917460092814989,0.9885143974698715,0.9671619985418127,0.9982229644718792,0.9954483191395657,0.9980390702121906,0.9986135956737053,0.9939816847477714,0.9879894576068281
1998-09-30,0.9905155415832547,0.9872736911514854,0.9632770226991919,0.9987754100364254,0.9954483191395657,0.9980390702121906,0.9975751876906465,0.9938057910496298,0.987695165909265
1998-10-01,0.9896828324863258,0.9886642198783318,0.9613072364924984,,0.9958248710059701,0.9976441142701473,0.9961846589638003,,
1998-10-02,0.9898754900930419,0.9885143974698715,0.9590793344444697,,0.9950330655863574,0.9973137394517676,0.9953928535441873,,
1998-10-05,0.9898754900930419,0.9872736911514854,0.9596317800090158,0.9991198641902268,0.9946886114325559,0.9973137394517674,0.995568747242329,0.993165739559417,0.9868494155329226
1998-10-06,0.9898754900930419,0.9879355472681396,0.9596317800090158,,0.9949940214411489,0.9973137394517676,0.995568747242329,0.9918330398787953,0.9890602029083482
1998-10-07,0.9898754900930419,0.9861875940343093,0.9585007600004646,0.998789489371847,0.9939984486563459,0.9973137394517676,0.995568747242329,0.9918330398787953,0.9890602029083482
1998-10-08,0.9894989382266375,0.9864818857318726,0.9540569516894303,0.9992957578883684,0.9946886114325559,0.9973137394517676,0.9962045320693018,0.993355911751934,0.9872319210266163
1998-10-09,0.9901891010028473,0.9879355472681396,0.9542408459491187,0.9991198641902267,0.9956841842173588,0.9973137394517676,0.9969963374889149,0.9938057910496298,0.9872319210266163
1998-10-12,0.9912057043594648,0.9876412555705766,0.9524634553405662,0.9991198641902268,0.9953538093989789,0.9973137394517676,,0.9939816847477716,0.9890602029083478
1998-10-13,0.990189207537733,0.9869793994539223,0.9569072636516006,0.9987433123238224,0.9935255275172472,0.9978925896534995,0.9960286383711603,0.9948645051306976,0.9890602029083478
1998-10-14,0.990189207537733,0.9885143974698714,0.9585007600004647,0.9987433123238223,0.993165739559417,0.9982229644718792,0.9952169598460457,0.9948645051306975,0.9890602029083482
1998-10-15,0.990189207537733,0.9882201057723081,0.9585007600004647,0.9982370438073008,0.994358236614176,0.9985674186256807,0.9960286383711603,0.9946886114325557,0.9905138644446152
1998-10-16,0.9888281500273143,0.9876307408964631,0.9569072636516008,0.9974822999074273,0.993165739559417,0.9976441142701473,0.9956841842173588,0.9946886114325557,0.9905138644446152
1998-10-19,0.9867619445247837,0.9889544185117303,0.9584148355265564,0.9974822999074273,0.9923854854433415,0.9982229644718792,0.9956841842173588,0.9938559023356269,0.9902084544360222
1998-10-20,0.9854964706781113,0.9869405781202532,0.958038283660152,0.9985674186256807,0.9928917539598628,0.9982229644718792,0.9960015861802116,0.9926012627744186,0.9905138644446152
