date,XLK,XLE,XLV,XLF,XLP,XLY,XLI,XLU,XLB,XLRE,XLC,SPY
1998-07-24,,,,,,,,,,,,0.9972212860703283
1998-07-27,,,,,,,,,,,,0.9972212860703283
1998-07-28,,,,,,,,,,,,0.9970360495167735
1998-07-29,,,,,,,,,,,,0.9978536527026552
1998-07-30,,,,,,,,,,,,0.9974743522824814
1998-07-31,,,,,,,,,,,,0.996917874268559
1998-08-03,,,,,,,,,,,,0.9974073838580095
1998-08-04,,,,,,,,,,,,0.997570379347465
1998-08-05,,,,,,,,,,,,0.9975703793474647
1998-08-06,,,,,,,,,,,,0.9979496797676386
1998-08-07,,,,,,,,,,,,0.9977866842781834
1998-08-10,,,,,,,,,,,,0.9972971746887328
1998-08-11,,,,,,,,,,,,0.9962943349492963
1998-08-12,,,,,,,,,,,,0.9962943349492963
1998-08-13,,,,,,,,,,,,0.995896496117165
1998-08-14,,,,,,,,,,,,0.9955340819698616
1998-08-17,,,,,,,,,,,,0.9969347605414296
1998-08-18,,,,,,,,,,,,0.9977866842781834
1998-08-19,,,,,,,,,,,,0.9967406966748106
1998-08-20,,,,,,,,,,,,0.9957378569353739
1998-08-21,,,,,,,,,,,,0.9957378569353739
1998-08-24,,,,,,,,,,,,0.9962943349492963
1998-08-25,,,,,,,,,,,,0.995896496117165
1998-08-26,,,,,,,,,,,,0.9951105467155708
1998-08-27,,,,,,,,,,,,0.9940069159991722
1998-08-28,,,,,,,,,,,,0.9940069159991722
1998-08-31,,,,,,,,,,,,0.9936445018518688
1998-09-01,,,,,,,,,,,,0.9938216794456174
1998-09-02,,,,,,,,,,,,0.994006915999172
1998-09-03,,,,,,,,,,,,0.9919698817636663
1998-09-04,,,,,,,,,,,,0.9905989968394068
1998-09-08,,,,,,,,,,,,0.9902196964192326
1998-09-09,,,,,,,,,,,,0.990034459865678
1998-09-10,,,,,,,,,,,,0.9917846452101117
1998-09-11,,,,,,,,,,,,0.9925822302313274
1998-09-14,,,,,,,,,,,,0.9925822302313274
1998-09-15,,,,,,,,,,,,0.9925822302313274
1998-09-16,,,,,,,,,,,,0.9940069159991722
1998-09-17,,,,,,,,,,,,0.9936445018518688
1998-09-18,,,,,,,,,,,,0.9938216794456174
1998-09-21,,,,,,,,,,,,0.9951105467155708
1998-09-22,,,,,,,,,,,,0.9951105467155708
1998-09-23,,,,,,,,,,,,0.995508385547702
1998-09-24,,,,,,,,,,,,0.9953312079539535
1998-09-25,,,,,,,,,,,,0.9949519075337796
1998-09-28,,,,,,,,,,,,0.9962943349492963
1998-09-29,,,,,,,,,,,,0.9967649697174803
1998-09-30,,,,,,,,,,,,0.9955680661114247
1998-10-01,,,,,,,,,,,,0.9948078131319898
1998-10-02,,,,,,,,,,,,0.9951702272792933
1998-10-05,,,,,,,,,,,,0.9961002710826773
1998-10-06,,,,,,,,,,,,0.9953400181032426
1998-10-07,,,,,,,,,,,,0.995896496117165
1998-10-08,,,,,,,,,,,,0.995896496117165
1998-10-09,,,,,,,,,,,,0.995896496117165
1998-10-12,,,,,,,,,,,,0.9962589102644684
1998-10-13,,,,,,,,,,,,0.9951105467155708
1998-10-14,,,,,,,,,,,,0.9951105467155708
1998-10-15,,,,,,,,,,,,0.9951105467155708
1998-10-16,,,,,,,,,,,,0.9952957832691256
1998-10-19,,,,,,,,,,,,0.9949333691218222
1998-10-20,,,,,,,,,,,,0.9949333691218222
1998-10-21,,,,,,,,,,,,0.9960817326707199
1998-10-22,,,,,,,,,,,,0.9968419856501545
1998-10-23,,,,,,,,,,,,0.9966567490965997
1998-10-26,,,,,,,,,,,,0.9961002710826773
1998-10-27,,,,,,,,,,,,0.9961002710826773
1998-10-28,,,,,,,,,,,,0.9951702272792935
1998-10-29,,,,,,,,,,,,0.9953642911459125
1998-10-30,,,,,,,,,,,,0.996367130885349
1998-11-02,,,,,,,,,,,,0.9950595819569802
1998-11-03,,,,,,,,,,,,0.9946971678096768
1998-11-04,,,,,,,,,,,,0.9946971678096768
1998-11-05,,,,,,,,,,,,0.9945031039430577
1998-11-06,,,,,,,,,,,,0.9948228227085589
1998-11-09,,,,,,,,,,,,0.9948228227085589
1998-11-10,,,,,,,,,,,,0.9946660994325129
1998-11-11,,,,,,,,,,,,0.9940213760336124
1998-11-12,,,,,,,,,,,,0.9948601632991321
1998-11-13,,,,,,,,,,,,0.9948601632991321
1998-11-16,,,,,,,,,,,,0.9948601632991321
1998-11-17,,,,,,,,,,,,0.9948601632991321
1998-11-18,,,,,,,,,,,,0.994389528530948
1998-11-19,,,,,,,,,,,,0.9947519426782513
1998-11-20,,,,,,,,,,,,0.995754782417688
1998-11-23,,,,,,,,,,,,0.996367130885349
1998-11-24,,,,,,,,,,,,0.9956719304246411
1998-11-25,,,,,,,,,,,,0.9956719304246411
1998-11-27,,,,,,,,,,,,0.9954778665580221
1998-11-30,,,,,,,,,,,,0.994811179374823
1998-12-01,,,,,,,,,,,,0.9952090182069544
1998-12-02,,,,,,,,,,,,0.9950052432414421
1998-12-03,,,,,,,,,,,,0.9950052432414421
1998-12-04,,,,,,,,,,,,0.9952090182069544
1998-12-07,,,,,,,,,,,,0.9960609419437082
1998-12-08,,,,,,,,,,,,0.9967276291269074
1998-12-09,,,,,,,,,,,,0.9965709058508613
1998-12-10,,,,,,,,,,,,0.9954778665580221
1998-12-11,,,,,,,,,,,,0.9954778665580221
1998-12-14,,,,,,,,,,,,0.9954778665580221
1998-12-15,,,,,,,,,,,,0.9954778665580221
1998-12-16,,,,,,,,,,,,0.9954778665580221
1998-12-17,,,,,,,,,,,,0.9946602633721403
1998-12-18,,,,,,,,,,,,0.9940771879864542
1998-12-21,,,,,,,,,,,,0.9923164759698953
1998-12-22,,,,,,,,,,,,0.9926492622833
1998-12-23,,,,,,,,,,,,0.9941954646643288
1998-12-24,,,,,,,,,,,,0.9941954646643288
1998-12-28,,,,,,,,,,,,0.9930471011154313
1998-12-29,,,,,,,,,,,,0.993261610750961
1998-12-30,,,,,,,,,,,,0.993261610750961
1998-12-31,,,,,,,,,,,,0.9913603950133466
1999-01-04,,,,,,,,,,,,0.9902158415744329
1999-01-05,,,,,,,,,,,,0.9913603950133466
1999-01-06,,,,,,,,,,,,0.9917786796143886
1999-01-07,,,,,,,,,,,,0.9906341261754749
1999-01-08,,,,,,,,,,,,0.9885970919399689
1999-01-11,,,,,,,,,,,,0.9870631042137417
1999-01-12,,,,,,,,,,,,0.9879523685410684
1999-01-13,,,,,,,,,,,,0.9899894027765743
1999-01-14,,,,,,,,,,,,0.9899894027765743
1999-01-15,,,,,,,,,,,,0.9901931777420866
1999-01-19,,,,,,,,,,,,0.9891001384492474
1999-01-20,,,,,,,,,,,,0.9883706531421104
1999-01-21,,,,,,,,,,,,0.9891001384492474
1999-01-22,,,,,,,,,,,,0.9883706531421104
1999-01-25,,,,,,,,,,,,0.9906341261754749
1999-01-26,,,,,,,,,,,,0.9917786796143886
1999-01-27,,,,,,,,,,,,0.9925353419130893
1999-01-28,,,,,,,,,,,,0.9917786796143886
1999-01-29,,,,,,,,,,,,0.9906341261754749
